lID,uID,loID,time,command
2169,40,130,2019-10-02 05:17:20,"UPDATE Deliverables SET Title=Make a presentation and rough outline of our each quarter and idea of the project,Type=In-class SurveyCompletion=CompletedExpectedCompletion=Q1 WHERE dID=414"
2170,40,130,2019-10-02 05:17:43,"UPDATE Deliverables SET Title=Make a sketch of poster we want to present and get input from the class,Type=In-class SurveyCompletion=CompletedExpectedCompletion=Q1 WHERE dID=415"
2171,40,274,2019-10-02 05:24:16,"INSERT INTO LearningObjectives (uID, Title, Code, Blooms1, Blooms2, Notes, Description) VALUES 40,Quater -2,DSK3,Apply,Procedural,Heart signal analysis,ECG, Respiration rate and Cough frequency analysis, signal detection, amplification, noise reduction,filtering techniques"
2172,40,274,2019-10-02 05:25:19,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES274,ECG signal analysis,Standard operating procedures,Not Started,Q2 WHERE dID=416"
2173,40,274,2019-10-02 05:26:17,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES274,Respiration rate detection and processing,Standard operating procedures,Not Started,Q2 WHERE dID=417"
2174,40,275,2019-10-02 05:29:55,"INSERT INTO LearningObjectives (uID, Title, Code, Blooms1, Blooms2, Notes, Description) VALUES 40,Quater - 3,DSK3,Evaluate,Conceptual,Integration,Signal integration, converting the individual Analog signals to digital, encrypting of the signal to prevent corruption in transmission"
2175,40,275,2019-10-02 05:31:07,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES275,Feeding these to Micro controller to verify the healthy range of  the heart signals,Standard operating procedures,Not Started,Q3 WHERE dID=418"
2176,40,275,2019-10-02 05:31:56,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES275,Analog to Digital conversion,Standard operating procedures,Not Started,Q3 WHERE dID=419"
2177,40,274,2019-10-02 05:34:22,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES274,Learning how to implement all the signal analysis in LabView,Standard operating procedures,Not Started,Q2 WHERE dID=420"
2178,40,275,2019-10-02 05:35:27,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES275,Learn how to use Comsol,Standard operating procedures,Not Started,Q3 WHERE dID=421"
2179,40,245,2019-10-02 05:37:44,"UPDATE Deliverables SET Title=Keeping track of how much i improved in presentation,Type=Standard operating proceduresCompletion=In progressExpectedCompletion=Q4 WHERE dID=305"
2180,40,276,2019-10-02 05:41:15,"INSERT INTO LearningObjectives (uID, Title, Code, Blooms1, Blooms2, Notes, Description) VALUES 40,Quarter - 4,DSK3,Evaluate,Conceptual,,How the integrated digital data is sent"
2181,40,276,2019-10-02 05:42:39,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES276,Design of the approach where we use Bluetooth model with rechargeable battery,Standard operating procedures,Not Started,Q4 WHERE dID=422"
2182,40,276,2019-10-02 05:43:48,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES276,Design of the way where we can use a passive antenna to transmit data,Standard operating procedures,Not Started,Q4 WHERE dID=423"
2183,40,274,2019-10-02 05:44:34,"UPDATE LearningObjectives SET uID=40 Title=Quarter -2 Code=DSK3 Blooms1=Apply Blooms2=Procedural Notes=Heart signal analysisDescription=ECG, Respiration rate and Cough frequency analysis, signal detection, amplification, noise reduction,filtering techniquesWHERE loID=274"
2184,40,274,2019-10-02 05:45:16,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES274,Learn Amplification techniques in Labview,Standard operating procedures,Not Started,Q2 WHERE dID=424"
2185,40,274,2019-10-02 05:46:18,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES274,Learn how to de noise the signals without loosing our data,Standard operating procedures,Not Started,Q2 WHERE dID=425"
2186,40,274,2019-10-02 05:48:12,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES274,Study techniques in implementing the filtering the data from analog signals,Standard operating procedures,Not Started,Q2 WHERE dID=426"
2187,40,276,2019-10-02 05:49:37,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES276,Learn how to use Finite element method software,Standard operating procedures,Not Started,Q4 WHERE dID=427"
2188,40,276,2019-10-02 05:50:28,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES276,Study the idea of system on chip methods,Standard operating procedures,Not Started,Q4 WHERE dID=428"
2189,40,276,2019-10-02 05:50:59,"UPDATE Deliverables SET Title=Study the idea of system on chip methods,Type=Standard operating proceduresCompletion=Not StartedExpectedCompletion=Q3 WHERE dID=428"
2190,40,275,2019-10-02 05:53:49,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES275,start the study of how the sensor block and all the signal processing can be implemented using MEMS,Standard operating procedures,Not Started,Q3 WHERE dID=429"
2191,40,275,2019-10-02 05:55:33,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES275,Researching different materials that can be used in making skin patches to host all the circuitry pa,Standard operating procedures,Not Started,Q3 WHERE dID=430"
2192,40,126,2019-10-02 05:59:13,"UPDATE LearningObjectives SET uID=40 Title=Identifying the parameters of our focus in heart Code=FR2 Blooms1=Analyze Blooms2=Procedural Notes=Literature reviewDescription=Learning what parameters are needed for our project , search for  What kind of work is already done and what can we add to improve it.
WHERE loID=126"
2193,40,127,2019-10-02 06:00:14,UPDATE LearningObjectives SET uID=40 Title=What i am in-charge of in the project Code=DSK2 Blooms1=Analyze Blooms2=Conceptual Notes=Literature review on Transmission of data to output deviceDescription=Looking for methods that allow data collected from sensors and ways to transmit effectively.WHERE loID=127
2194,40,276,2019-10-02 06:01:47,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES276,If possible hands on experience with usage of ANAYS software for Antenna design,Standard operating procedures,Not Started,Q4 WHERE dID=431"
2195,40,245,2019-10-02 06:03:19,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES245,Going through chapter 3 of the textbook given in the Graduate seminar class,Standard operating procedures,Not Started,Q2 WHERE dID=432"
2196,40,245,2019-10-02 06:03:53,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES245,Going through chapter 5 of the textbook given in the Graduate seminar class,Standard operating procedures,Not Started,Q2 WHERE dID=433"
2197,40,245,2019-10-02 06:04:30,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES245,Going through chapter 2 of the textbook given in the Graduate seminar class,Standard operating procedures,Not Started,Q3 WHERE dID=434"
2198,40,245,2019-10-02 06:05:10,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES245,Going through chapter 1 of the textbook given in the Graduate seminar class,Standard operating procedures,Not Started,Q3 WHERE dID=435"
2199,40,0,2019-10-02 05:05:26,Logout by uID=40
2200,69,0,2019-10-02 08:34:21,Login by uID=69
2201,69,218,2019-10-02 09:36:26,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES218,Hold weekly group meetings in Quarter #1,Standard operating procedures,In progress,Q1 WHERE dID=436"
2202,69,218,2019-10-02 09:36:51,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES218,Hold weekly group meetings in Quarter #2,Standard operating procedures,In progress,Q2 WHERE dID=437"
2203,69,218,2019-10-02 09:37:03,"UPDATE Deliverables SET Title=Hold weekly group meetings in Quarter #1,Type=Standard operating proceduresCompletion=CompletedExpectedCompletion=Q1 WHERE dID=436"
2204,69,218,2019-10-02 09:37:17,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES218,Hold weekly group meetings in Quarter #3,Standard operating procedures,Not Started,Q3 WHERE dID=438"
2205,69,218,2019-10-02 09:37:32,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES218,Hold weekly group meetings in Quarter #4,Standard operating procedures,Not Started,Q4 WHERE dID=439"
2206,69,220,2019-10-02 09:38:43,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES220,Review procedures for patent application,Standard operating procedures,Not Started,Q3 WHERE dID=440"
2208,50,0,2019-10-02 11:16:18,Login by uID=50
2209,50,0,2019-10-02 11:16:23,Login by uID=50
2210,40,0,2019-10-02 11:17:34,Login by uID=40
2211,40,0,2019-10-02 11:17:41,Login by uID=40
2212,40,0,2019-10-02 11:41:44,Logout by uID=40
2213,62,0,2019-10-02 16:15:37,Login by uID=62
2214,33,0,2019-10-02 16:21:36,Login by uID=33
2215,33,0,2019-10-02 16:21:39,Login by uID=33
2216,33,104,2019-10-02 17:22:14,"UPDATE Deliverables SET Title=1st Presentation,Type=Other LowCompletion=CompletedExpectedCompletion=Q1 WHERE dID=119"
2217,33,104,2019-10-02 17:22:39,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES104,3rd Presentation,Other Low,Not Started,Q3 WHERE dID=441"
2218,33,104,2019-10-02 17:22:51,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES104,4th Presentation,Other Low,Not Started,Q4 WHERE dID=442"
2219,33,155,2019-10-02 17:23:35,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES155,Survey Of Group Work,Other Low,Not Started,Q4 WHERE dID=443"
2220,33,156,2019-10-02 17:24:35,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES156,Development of Final Summarized Presentation of Subject,Other Med,Not Started,Q3 WHERE dID=444"
2221,33,157,2019-10-02 17:24:45,"UPDATE Deliverables SET Title=Write Paper,Type=Refereed journal manuscriptsCompletion=In progressExpectedCompletion=Q3 WHERE dID=123"
2222,33,157,2019-10-02 17:25:13,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES157,New Tissue Research Tech,Other Med,Not Started,Q3 WHERE dID=445"
2223,33,157,2019-10-02 17:25:24,"UPDATE Deliverables SET Title=New Tissue Research Tech,Type=Other MedCompletion=Not StartedExpectedCompletion=Q2 WHERE dID=445"
2224,33,157,2019-10-02 17:26:11,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES157,Single Topic Composition of Paper w/o group,Other Med,In progress,Q2 WHERE dID=446"
2225,33,157,2019-10-02 17:26:20,"UPDATE Deliverables SET Title=New Tissue Research Tech,Type=Other MedCompletion=In progressExpectedCompletion=Q2 WHERE dID=445"
2234,52,0,2019-10-02 16:41:32,Login by uID=52
2245,71,0,2019-10-02 16:50:32,Login by uID=71
2248,45,0,2019-10-02 17:56:37,Login by uID=45
2249,45,0,2019-10-02 17:56:42,Login by uID=45
2250,45,217,2019-10-02 19:01:11,"UPDATE LearningObjectives SET uID=45 Title=Long-Distance Communication & Collaboration Code=DSK3 Blooms1=Analyze Blooms2=Conceptual Notes=Description=Our team consists of 3 people in North Dakota, 2 people in California, and 1 person in Rhode Island. Our meetings consist of video calls weekly. I want to learn how to communicate and collaborate acroWHERE loID=217"
2251,45,264,2019-10-02 19:02:17,"UPDATE Deliverables SET Title=Order PCB & Sensing Electrodes,Type=Other LowCompletion=In progressExpectedCompletion=Q2 WHERE dID=348"
2252,45,264,2019-10-02 19:02:36,DELETE FROM Deliverables WHERE dID=349
2253,51,0,2019-10-02 18:04:48,Login by uID=51
2254,51,0,2019-10-02 18:05:01,Login by uID=51
2255,45,277,2019-10-02 19:09:46,"INSERT INTO LearningObjectives (uID, Title, Code, Blooms1, Blooms2, Notes, Description) VALUES 45,Presentation and Participation Skills,DSK4,Apply,Conceptual,,I want to improve my presentation and participation skills through in class presentations, leading a weekly team meeting, and presenting a pitch."
2256,45,277,2019-10-02 19:10:43,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES277,Create 1-minute Pitch Video,Other Low,Completed,Q1 WHERE dID=447"
2257,45,277,2019-10-02 19:11:55,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES277,Lead Weekly Team Meeting,Other Low,Not Started,Q2 WHERE dID=448"
2259,45,277,2019-10-02 19:14:47,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES277,Improve Confidence in Presentation Skills,Other Low,In progress,Q4 WHERE dID=449"
2265,45,279,2019-10-02 19:22:20,"INSERT INTO LearningObjectives (uID, Title, Code, Blooms1, Blooms2, Notes, Description) VALUES 45,Learn How an ECG Signal is Detected by a Device,,Create,Metacognitive,,I want to learn how an ECG signal can be detected by a device and used in many applications. Our team goal is to extract an ECG signal from the body, and use it as a form of unique identification."
2266,45,216,2019-10-02 19:23:21,DELETE FROM Deliverables WHERE dID=219
2267,45,279,2019-10-02 19:23:45,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES279,Develop ECG Biometric Product (Team),Invention disclosures,In progress,Q4 WHERE dID=454"
2268,45,216,2019-10-02 19:24:36,DELETE FROM LearningObjectives WHERE loID=216
2269,45,279,2019-10-02 19:31:49,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES279,Work Cross-Functionally as a Team,Other Low,In progress,Q4 WHERE dID=455"
2270,45,264,2019-10-02 19:35:49,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES264,Solder PCB,Other Low,Not Started,Q3 WHERE dID=456"
2271,45,277,2019-10-02 19:38:00,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES277,Long-Distance Communication & Collaboration,Other Low,In progress,Q4 WHERE dID=457"
2272,45,217,2019-10-02 19:38:11,DELETE FROM Deliverables WHERE dID=220
2273,45,217,2019-10-02 19:38:13,DELETE FROM LearningObjectives WHERE loID=217
2274,45,279,2019-10-02 19:40:57,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES279,Research One Lead ECGs,Other Low,Completed,Q1 WHERE dID=458"
2275,45,279,2019-10-02 19:43:55,"UPDATE LearningObjectives SET uID=45 Title=Learn How an ECG Signal is Detected by a Device Code=FR3 Blooms1=Create Blooms2=Metacognitive Notes=Description=I want to learn how an ECG signal can be detected by a device and used in many applications. Our team goal is to extract an ECG signal from the body, and use it as a form of unique identification.WHERE loID=279"
2276,45,264,2019-10-02 19:45:29,DELETE FROM Deliverables WHERE dID=350
2277,45,264,2019-10-02 19:45:49,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES264,Test PCB,Other Low,Not Started,Q3 WHERE dID=459"
2278,45,277,2019-10-02 19:47:35,"UPDATE LearningObjectives SET uID=45 Title=Presentation and Participation Skills Code=DSK4 Blooms1=Apply Blooms2=Conceptual Notes=Description=I want to improve my presentation and participation skills through in class presentations, presenting a pitch, leading a weekly team meeting, and learning long distance communication and collaborationWHERE loID=277"
2279,45,277,2019-10-02 19:48:56,"UPDATE LearningObjectives SET uID=45 Title=Presentation and Participation Skills Code=DSK4 Blooms1=Apply Blooms2=Conceptual Notes=Description=I want to improve my presentation and participation skills through in class presentations, presenting a pitch, leading a weekly team meeting, and learning long distance communication and collaborationWHERE loID=277"
2280,45,277,2019-10-02 19:49:16,"UPDATE Deliverables SET Title=Learn Long-Distance Communication & Collaboration Skills,Type=Other LowCompletion=In progressExpectedCompletion=Q4 WHERE dID=457"
2281,45,264,2019-10-02 19:50:49,"UPDATE Deliverables SET Title=Choose Analog-to-Digital Converter (ADC),Type=Other LowCompletion=CompletedExpectedCompletion=Q1 WHERE dID=344"
2282,45,264,2019-10-02 19:52:09,"UPDATE Deliverables SET Title=1st Draft of ECG Schematic,Type=Other LowCompletion=CompletedExpectedCompletion=Q1 WHERE dID=345"
2283,86,0,2019-10-02 18:54:09,Login by uID=86
2284,86,0,2019-10-02 18:54:40,Login by uID=86
2285,86,187,2019-10-02 19:55:04,"UPDATE LearningObjectives SET uID=86 Title=Early Detection of Haemorrhage via Simulated LBNP Code=DSK1 Blooms1=Apply Blooms2=Conceptual Notes=To develop early prediction model to detect haemorrhage via LBNP, the behavior of following signals must be analyzed in different pressure gradient.
1. Blood pressure (BP)
2. Electrocardiogram (ECG)Description=Haemorrhage is a serious problem in medicine and its early detection is must. So, we analyze changes in physiological signals to study haemorrhage in a simulated environment using Lower Body NegativeWHERE loID=187"
2286,86,187,2019-10-02 19:55:59,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES187,Literature Review on Different Physiological Signals,Review of others evidence,Completed,Q1 WHERE dID=460"
2287,86,187,2019-10-02 19:56:11,"UPDATE LearningObjectives SET uID=86 Title=Early Detection of Haemorrhage via Simulated LBNP Code=DSK1 Blooms1=Apply Blooms2=Conceptual Notes=To develop early prediction model to detect haemorrhage via LBNP, the behavior of following signals must be analyzed in different pressure gradient.
1. Blood pressure (BP)
2. Electrocardiogram (ECG)Description=Haemorrhage is a serious problem in medicine and its early detection is must. So, we analyze changes in physiological signals to study haemorrhage in a simulated environment using Lower Body NegativeWHERE loID=187"
2288,86,187,2019-10-02 19:57:20,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES187,Pre-processing of Physiological Signals,Standard operating procedures,In progress,Q2 WHERE dID=461"
2289,86,187,2019-10-02 19:58:04,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES187,Writing MATLAB code for Feature Extraction,Standard operating procedures,In progress,Q2 WHERE dID=462"
2290,86,187,2019-10-02 19:59:07,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES187,Writing MATLAB code for Classification and Prediction of Hemorrhage,Standard operating procedures,In progress,Q3 WHERE dID=463"
2291,86,187,2019-10-02 19:59:52,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES187,Statistical survey on the casual effects due to internal hemorrhage,Review of others evidence,Completed,Q1 WHERE dID=464"
2292,86,187,2019-10-02 20:01:02,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES187,Consequences of Hemorrhage in battle field and pregnant mothers,Review of others evidence,Completed,Q1 WHERE dID=465"
2293,86,187,2019-10-02 20:01:42,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES187,Literature gap in the hemorrhage prediction,Review of others evidence,Completed,Q1 WHERE dID=466"
2294,86,187,2019-10-02 20:03:17,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES187,Indentification of feasible signals for early hemorrhage detection,Review of others evidence,Completed,Q1 WHERE dID=467"
2295,86,187,2019-10-02 20:04:06,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES187,Identifying suitable features for classification,Standard operating procedures,Completed,Q1 WHERE dID=468"
2296,86,187,2019-10-02 20:05:50,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES187,Observation of Statistical significance of different features during different graded LBNP,Standard operating procedures,In progress,Q2 WHERE dID=469"
2297,86,187,2019-10-02 20:06:52,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES187,An Efficient Approach for Hemorrhage Detection using LBNP,Referred conferences,Not Started,Q4 WHERE dID=470"
2298,77,0,2019-10-02 19:07:05,Login by uID=77
2299,77,162,2019-10-02 20:07:34,"UPDATE Deliverables SET Title=Lower body Negative pressure,Type=In-class SurveyCompletion=CompletedExpectedCompletion=Q1 WHERE dID=129"
2300,86,187,2019-10-02 20:07:36,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES187,Data recording or collection,Standard operating procedures,In progress,Q2 WHERE dID=471"
2301,77,162,2019-10-02 20:10:54,"UPDATE Deliverables SET Title=Lower body Negative pressure,Type=Standard operating proceduresCompletion=CompletedExpectedCompletion=Q1 WHERE dID=136"
2302,86,280,2019-10-02 20:12:06,"INSERT INTO LearningObjectives (uID, Title, Code, Blooms1, Blooms2, Notes, Description) VALUES 86,Classification algorithm in MATLAB,MR4,Apply,Conceptual,-Understand the operations of the classifiers to be used
-Learn how to use Bayesian classifiers, support vector machines and Neural Networks for classification
-Compare the performance of the used c,Write efficient machine learning algorithm to detect hemorrhage from non-invasive physiological signals"
2303,86,281,2019-10-02 20:15:29,"INSERT INTO LearningObjectives (uID, Title, Code, Blooms1, Blooms2, Notes, Description) VALUES 86,Statistical Concept behind the Implementation of Machine Learning Classifiers,MR1,Understand,Conceptual,-Understand in depth on the concept of Linear Algebra
-Understand about Eigen value, eigen vectors and Singular Value Decomposition,To understand the mathematical model behind the operations of machine learning classifiers"
2304,86,281,2019-10-02 20:16:16,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES281,Optimization of Code,Standard operating procedures,Not Started,Q4 WHERE dID=472"
2305,45,0,2019-10-02 19:21:51,Login by uID=45
2306,45,0,2019-10-02 19:21:55,Login by uID=45
2316,56,0,2019-10-02 22:18:36,Login by uID=56
2319,40,0,2019-10-03 03:12:14,Login by uID=40
2320,40,0,2019-10-03 03:12:35,Login by uID=40
2321,40,126,2019-10-03 04:17:53,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES126,Conventional approaches to transmission of data,Standard operating procedures,Completed,Q1 WHERE dID=476"
2322,40,127,2019-10-03 04:19:00,"UPDATE Deliverables SET Title=Conventional approaches to transmission of data,Type=Standard operating proceduresCompletion=CompletedExpectedCompletion=Q1 WHERE dID=410"
2323,40,126,2019-10-03 04:19:22,"UPDATE Deliverables SET Title=Conventional approaches to transmission of data,Type=Standard operating proceduresCompletion=CompletedExpectedCompletion=Q1 WHERE dID=476"
2324,40,127,2019-10-03 04:19:58,"UPDATE Deliverables SET Title=Improvements in designs to make the transmission device more compact,Type=Standard operating proceduresCompletion=CompletedExpectedCompletion=Q1 WHERE dID=411"
2325,40,126,2019-10-03 04:20:36,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES126,Improvements in designs to make the transmission device more compact,Standard operating procedures,Completed,Q1 WHERE dID=477"
2326,40,127,2019-10-03 04:21:11,"UPDATE Deliverables SET Title=Improvements in designs to make the transmission device more compact,Type=Standard operating proceduresCompletion=CompletedExpectedCompletion=Q1 WHERE dID=411"
2327,40,126,2019-10-03 04:21:29,"UPDATE Deliverables SET Title=Improvements in designs to make the transmission device more compact,Type=Standard operating proceduresCompletion=CompletedExpectedCompletion=Q1 WHERE dID=477"
2328,40,245,2019-10-03 04:24:32,UPDATE LearningObjectives SET uID=40 Title=My presentation skills Code=DSK2 Blooms1=Analyze Blooms2=Procedural Notes=Description=Have to improve in designing of the slides to limit the information i put on slidesWHERE loID=245
2329,40,129,2019-10-03 04:26:38,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES129,Jot down what kind of slide presentation we saw and see which areas i have to improve,Homework,In progress,Q4 WHERE dID=478"
2330,40,129,2019-10-03 04:27:48,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES129,Learn new ideas using which we can improve our project design,Review of others evidence,In progress,Q2 WHERE dID=479"
2331,40,127,2019-10-03 04:31:41,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES127,What is transmission,Standard operating procedures,Completed,Q1 WHERE dID=480"
2332,40,127,2019-10-03 04:32:31,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES127,Why do we need to transmit data,Standard operating procedures,Completed,Q1 WHERE dID=481"
2333,40,0,2019-10-03 03:34:10,Logout by uID=40
2334,40,0,2019-10-03 04:48:41,Login by uID=40
2335,40,0,2019-10-03 04:48:51,Login by uID=40
2336,71,0,2019-10-03 07:31:25,Login by uID=71
2337,71,92,2019-10-03 08:36:03,"UPDATE Deliverables SET Title=Heart Dissection Report,Type=documented general assistance to others in the classCompletion=CompletedExpectedCompletion=Q1 WHERE dID=57"
2338,71,92,2019-10-03 08:36:22,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES92,Heart Dissection Video,documented general assistance to others in the class,Completed,Q1 WHERE dID=482"
2339,71,92,2019-10-03 08:38:29,"UPDATE Deliverables SET Title=Heart Dissection Video,Type=documented general assistance to others in the classCompletion=CompletedExpectedCompletion=Q1 WHERE dID=482"
2340,71,282,2019-10-03 08:42:03,"INSERT INTO LearningObjectives (uID, Title, Code, Blooms1, Blooms2, Notes, Description) VALUES 71,BME Project Management,RM6,Apply,Procedural,,I want to improve my project management skills. I do not have a PMP credential, and I have worked as a team lead and systems engineer, but I would like to take this opportunity to lead a project."
2341,71,282,2019-10-03 08:45:02,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES282,Trello Board,Other Low,In progress,Q3 WHERE dID=483"
2342,71,282,2019-10-03 08:49:10,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES282,Form a Team with 1-Minute Pitch,documented general assistance to others in the class,Completed,Q1 WHERE dID=484"
2343,71,97,2019-10-03 08:50:02,"UPDATE LearningObjectives SET uID=71 Title=Develop CardioKey Sensor Code= Blooms1=Create Blooms2=Procedural Notes=Discuss functional requirements, relevant FOAs, division of labor, and todo lists / milestones of the project.Description=Create and execute a project plan for the end of semester paper, presentation, or application.WHERE loID=97"
2344,71,97,2019-10-03 08:51:10,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES97,Functional Requirements,Other Med,Completed,Q2 WHERE dID=485"
2345,71,282,2019-10-03 08:52:40,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES282,Functional Requirements,Other Med,Completed,Q2 WHERE dID=486"
2346,71,97,2019-10-03 08:53:55,"UPDATE Deliverables SET Title=ADC Bridge Between SBC and ECG Frontend,Type=Other MedCompletion=CompletedExpectedCompletion=Q2 WHERE dID=485"
2347,71,97,2019-10-03 08:54:48,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES97,Choose Key Hardware, Digital Side,documented general assistance to others in the class,Completed,Q2 WHERE dID=487"
2348,71,282,2019-10-03 08:55:30,"UPDATE LearningObjectives SET uID=71 Title=BME Project Management Code=DSK4 Blooms1=Apply Blooms2=Procedural Notes=Description=I want to improve my project management skills. I do not have a PMP credential, and I have worked as a team lead and systems engineer, but I would like to take this opportunity to lead a project.WHERE loID=282"
2349,71,282,2019-10-03 08:55:41,"UPDATE LearningObjectives SET uID=71 Title=BME Project Management Code=DSK4 Blooms1=Apply Blooms2=Procedural Notes=Description=I want to improve my project management skills. I do not have a PMP credential, and I have worked as a team lead and systems engineer, but I would like to take this opportunity to lead a project.WHERE loID=282"
2350,71,282,2019-10-03 08:57:27,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES282,System Block Diagram,Providing expertise to other research groups in the laboratory environment (documented),In progress,Q3 WHERE dID=488"
2351,71,282,2019-10-03 08:58:13,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES282,Sequence Diagram for Normal Operation,Providing expertise to other research groups in the laboratory environment (documented),In progress,Q3 WHERE dID=489"
2352,71,282,2019-10-03 09:00:40,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES282,Organize Team Meetings,Providing expertise to other research groups in the laboratory environment (documented),In progress,Q4 WHERE dID=490"
2353,71,97,2019-10-03 09:01:07,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES97,File Preliminary Patent Application,Invention disclosures,Not Started,Q4 WHERE dID=491"
2354,71,92,2019-10-03 09:02:18,"INSERT INTO Deliverables (loID, Title, Type, Completion, ExpectedCompletion) VALUES92,Heart Physiology Study, Ninja Nerd Science YouTube,Homework,Completed,Q1 WHERE dID=492"
