User Number,Date Time,Year,Token Number,Text 1,Text 2,Text 3,Text 4,Text Concat
62,2019-09-27 05:11:38,2019,322,Acoustic Research,Learn about sound detection and signals that distinguish sounds.,Software for Acoustic Engineering,,Acoustic Research Learn about sound detection and signals that distinguish sounds. Software for Acoustic Engineering
62,2019-09-27 05:18:58,2019,323,Machine Learning Studies,Start chapter 1,Finish Course,,Machine Learning Studies Start chapter 1 Finish Course
62,2019-09-27 05:20:40,2019,324,Team dev,,Establish Group Meetings Dates,,Team dev  Establish Group Meetings Dates
62,2019-09-27 05:27:12,2019,325,Software,Learn Google API Learn Machine Learning Libraries Pick a language,Finished Code,,Software Learn Google API Learn Machine Learning Libraries Pick a language Finished Code
62,2019-09-27 05:31:34,2019,326,Bussiness,Bussiness Plan Pitches Bison Innovation Challenge Related tech research patent research crowdfunding,Compete at Innovation Challenge,,Bussiness Bussiness Plan Pitches Bison Innovation Challenge Related tech research patent research crowdfunding Compete at Innovation Challenge
62,2019-09-27 05:32:13,2019,327,Bussiness,Bussiness Plan Pitches Bison Innovation Challenge Related tech research patent research crowdfunding,Bussiness Plan,,Bussiness Bussiness Plan Pitches Bison Innovation Challenge Related tech research patent research crowdfunding Bussiness Plan
62,2019-09-27 05:33:33,2019,328,Team dev,,Communication Mediums,,Team dev  Communication Mediums
35,2019-09-28 12:57:29,2019,337,Learn Cardiovascular Engineering I concepts and academics,Through readings articles studying learn and understand the concepts and facts about cardiovascular engineering.,Learn Cardiovascular Engineering I concepts and academics,,Learn Cardiovascular Engineering I concepts and academics Through readings articles studying learn and understand the concepts and facts about cardiovascular engineering. Learn Cardiovascular Engineering I concepts and academics
35,2019-09-28 13:01:53,2019,338,Team Learning and Research,I am in San Antonio,Meet with Dr. Victor Convertino,,Team Learning and Research I am in San Antonio Meet with Dr. Victor Convertino
35,2019-09-28 14:49:28,2019,339,Learn Cardiovascular Engineering I concepts and academics,Through readings articles studying learn and understand the concepts and facts about cardiovascular engineering.,Unit 1 study,,Learn Cardiovascular Engineering I concepts and academics Through readings articles studying learn and understand the concepts and facts about cardiovascular engineering. Unit 1 study
45,2019-09-29 15:51:20,2019,344,Design the Hardware for an ECG Biometric,,Choose an Analog-to-Digital Converter (ADC),,Design the Hardware for an ECG Biometric  Choose an Analog-to-Digital Converter (ADC)
45,2019-09-29 15:55:59,2019,344,Design the Hardware for an ECG Biometric,,Choose Analog-to-Digital Converter (ADC),,Design the Hardware for an ECG Biometric  Choose Analog-to-Digital Converter (ADC)
45,2019-09-29 16:02:10,2019,348,Design the Hardware for an ECG Biometric,,Order PCB,,Design the Hardware for an ECG Biometric  Order PCB
45,2019-09-29 16:02:57,2019,349,Design the Hardware for an ECG Biometric,,Order Sensing Electrodes,,Design the Hardware for an ECG Biometric  Order Sensing Electrodes
45,2019-09-29 16:05:48,2019,351,Design the Hardware for an ECG Biometric,,Implement the Hardware in a Working CardioKey Device,,Design the Hardware for an ECG Biometric  Implement the Hardware in a Working CardioKey Device
45,2019-09-29 16:07:46,2019,352,Design the Hardware for an ECG Biometric,,Create BOM for Hardware Package,,Design the Hardware for an ECG Biometric  Create BOM for Hardware Package
52,2019-09-29 17:50:53,2019,353,Public Speaking,Increase my public speaking skills. Speak slower use the allotted time and make sure I cover all the material I need to.,First Presentation,,Public Speaking Increase my public speaking skills. Speak slower use the allotted time and make sure I cover all the material I need to. First Presentation
67,2019-10-01 10:58:52,2019,368,Class review of BME poster,,Class review of BME poster,,Class review of BME poster  Class review of BME poster
67,2019-10-01 10:59:46,2019,369,Understand relationship of warning signs,,Understand relationship of warning signs,,Understand relationship of warning signs  Understand relationship of warning signs
43,2019-10-01 11:05:09,2019,370,Create a Working Website,,Write a Disclaimer for the website that will be shown at the start,,Create a Working Website  Write a Disclaimer for the website that will be shown at the start
43,2019-10-01 11:05:43,2019,371,Create a Working Website,,Create a Privary Policy for the website,,Create a Working Website  Create a Privary Policy for the website
54,2019-10-01 13:34:17,2019,372,Will be able to demonstrate my ability to work as a team micromanager.,Team Secretary / Micromanager Float,Meeting Minutes 10/4,,Will be able to demonstrate my ability to work as a team micromanager. Team Secretary / Micromanager Float Meeting Minutes 10/4
54,2019-10-01 13:36:26,2019,373,Will be able to demonstrate my ability to work as a team micromanager.,Team Secretary / Micromanager Float,Meeting Minutes 10/11,,Will be able to demonstrate my ability to work as a team micromanager. Team Secretary / Micromanager Float Meeting Minutes 10/11
54,2019-10-01 13:37:28,2019,374,Understand how genes play an important role in the cardiovascular system.,,Create a summary of information learned,,Understand how genes play an important role in the cardiovascular system.  Create a summary of information learned
54,2019-10-01 13:38:31,2019,375,Will be able to demonstrate my ability to work as a team micromanager.,Team Secretary / Micromanager Float,Meeting Minutes 10/18,,Will be able to demonstrate my ability to work as a team micromanager. Team Secretary / Micromanager Float Meeting Minutes 10/18
52,2019-10-01 13:39:05,2019,152,Public Speaking,Increase my public speaking skills. Speak slower use the allotted time and make sure I cover all the material I need to.,Create PowerPoint for Presentation 2,,Public Speaking Increase my public speaking skills. Speak slower use the allotted time and make sure I cover all the material I need to. Create PowerPoint for Presentation 2
43,2019-10-01 13:39:18,2019,376,Research Heart Disease,,Research Heart Failure,,Research Heart Disease  Research Heart Failure
54,2019-10-01 13:39:19,2019,377,Will be able to demonstrate my ability to work as a team micromanager.,Team Secretary / Micromanager Float,Meeting Minutes 10/25,,Will be able to demonstrate my ability to work as a team micromanager. Team Secretary / Micromanager Float Meeting Minutes 10/25
52,2019-10-01 13:39:33,2019,378,Public Speaking,Increase my public speaking skills. Speak slower use the allotted time and make sure I cover all the material I need to.,Create PowerPoint for Presentation 3,,Public Speaking Increase my public speaking skills. Speak slower use the allotted time and make sure I cover all the material I need to. Create PowerPoint for Presentation 3
52,2019-10-01 13:39:58,2019,379,Public Speaking,Increase my public speaking skills. Speak slower use the allotted time and make sure I cover all the material I need to.,Create PowerPoint for Presentation 4,,Public Speaking Increase my public speaking skills. Speak slower use the allotted time and make sure I cover all the material I need to. Create PowerPoint for Presentation 4
54,2019-10-01 13:40:02,2019,380,Will be able to demonstrate my ability to work as a team micromanager.,Team Secretary / Micromanager Float,Meeting Minutes 10/31,,Will be able to demonstrate my ability to work as a team micromanager. Team Secretary / Micromanager Float Meeting Minutes 10/31
54,2019-10-01 13:40:47,2019,381,Will be able to demonstrate my ability to work as a team micromanager.,Team Secretary / Micromanager Float,Meeting Minutes 11/??,,Will be able to demonstrate my ability to work as a team micromanager. Team Secretary / Micromanager Float Meeting Minutes 11/??
54,2019-10-01 13:41:12,2019,382,Will be able to demonstrate my ability to work as a team micromanager.,Team Secretary / Micromanager Float,Meeting Minutes 12/??,,Will be able to demonstrate my ability to work as a team micromanager. Team Secretary / Micromanager Float Meeting Minutes 12/??
52,2019-10-01 13:46:33,2019,383,EMBS Presentation,,Reach out to EMBS group to ask for presentation opportunity,,EMBS Presentation  Reach out to EMBS group to ask for presentation opportunity
54,2019-10-01 13:48:12,2019,384,Will take part in making a website assisting Josh and Zach.,,Work with Nathan to incorporate machine learning.,,Will take part in making a website assisting Josh and Zach.  Work with Nathan to incorporate machine learning.
54,2019-10-01 13:58:28,2019,381,Will be able to demonstrate my ability to work as a team micromanager.,Will create and record weekly meeting minutes as well as start power points.,Meeting Minutes 11/0?,,Will be able to demonstrate my ability to work as a team micromanager. Will create and record weekly meeting minutes as well as start power points. Meeting Minutes 11/0?
54,2019-10-01 13:59:29,2019,385,Will be able to demonstrate my ability to work as a team micromanager.,Will create and record weekly meeting minutes as well as start power points.,Meeting Minutes 11/1? (1),,Will be able to demonstrate my ability to work as a team micromanager. Will create and record weekly meeting minutes as well as start power points. Meeting Minutes 11/1? (1)
54,2019-10-01 13:59:59,2019,386,Will be able to demonstrate my ability to work as a team micromanager.,Will create and record weekly meeting minutes as well as start power points.,Meeting Minutes 11/1? (2),,Will be able to demonstrate my ability to work as a team micromanager. Will create and record weekly meeting minutes as well as start power points. Meeting Minutes 11/1? (2)
54,2019-10-01 14:00:41,2019,387,Will be able to demonstrate my ability to work as a team micromanager.,Will create and record weekly meeting minutes as well as start power points.,Meeting Minutes 11/2?,,Will be able to demonstrate my ability to work as a team micromanager. Will create and record weekly meeting minutes as well as start power points. Meeting Minutes 11/2?
42,2019-10-01 14:01:38,2019,388,Demonstrate Uptake of Classroom Material,This objective will track the evolution of my knowledge of Cardiovascular related subjects developed in the class and through the book.,Q2 Answer 3 student questions on Slack,,Demonstrate Uptake of Classroom Material This objective will track the evolution of my knowledge of Cardiovascular related subjects developed in the class and through the book. Q2 Answer 3 student questions on Slack
42,2019-10-01 14:02:05,2019,389,Demonstrate Uptake of Classroom Material,This objective will track the evolution of my knowledge of Cardiovascular related subjects developed in the class and through the book.,Q3 Answer 3 student questions on Slack,,Demonstrate Uptake of Classroom Material This objective will track the evolution of my knowledge of Cardiovascular related subjects developed in the class and through the book. Q3 Answer 3 student questions on Slack
42,2019-10-01 14:02:29,2019,102,Demonstrate Uptake of Classroom Material,This objective will track the evolution of my knowledge of Cardiovascular related subjects developed in the class and through the book.,Q1 Answer 3 student questions on Slack,,Demonstrate Uptake of Classroom Material This objective will track the evolution of my knowledge of Cardiovascular related subjects developed in the class and through the book. Q1 Answer 3 student questions on Slack
54,2019-10-01 14:02:49,2019,382,Will be able to demonstrate my ability to work as a team micromanager.,Will create and record weekly meeting minutes as well as start power points.,Meeting Minutes 12/?0?,,Will be able to demonstrate my ability to work as a team micromanager. Will create and record weekly meeting minutes as well as start power points. Meeting Minutes 12/?0?
42,2019-10-01 14:03:01,2019,390,Demonstrate Uptake of Classroom Material,This objective will track the evolution of my knowledge of Cardiovascular related subjects developed in the class and through the book.,Q4 Answer 3 student questions on Slack,,Demonstrate Uptake of Classroom Material This objective will track the evolution of my knowledge of Cardiovascular related subjects developed in the class and through the book. Q4 Answer 3 student questions on Slack
54,2019-10-01 14:03:04,2019,382,Will be able to demonstrate my ability to work as a team micromanager.,Will create and record weekly meeting minutes as well as start power points.,Meeting Minutes 12/0?,,Will be able to demonstrate my ability to work as a team micromanager. Will create and record weekly meeting minutes as well as start power points. Meeting Minutes 12/0?
54,2019-10-01 14:03:45,2019,391,Will be able to demonstrate my ability to work as a team micromanager.,Will create and record weekly meeting minutes as well as start power points.,Meeting Minutes 12/1?,,Will be able to demonstrate my ability to work as a team micromanager. Will create and record weekly meeting minutes as well as start power points. Meeting Minutes 12/1?
54,2019-10-01 14:04:23,2019,392,Will be able to demonstrate my ability to work as a team micromanager.,Will create and record weekly meeting minutes as well as start power points.,Meeting Minutes 12/2?,,Will be able to demonstrate my ability to work as a team micromanager. Will create and record weekly meeting minutes as well as start power points. Meeting Minutes 12/2?
54,2019-10-01 14:06:43,2019,394,Will take part in making a website.,Helping out with Website,Help Rachel email/invite providers,,Will take part in making a website. Helping out with Website Help Rachel email/invite providers
54,2019-10-01 14:07:55,2019,395,Will take part in making a website.,Helping out with Website,Publish Website,,Will take part in making a website. Helping out with Website Publish Website
42,2019-10-01 14:10:11,2019,396,Work with Geographically Diverse Team,,Prepare video for team as SME,,Work with Geographically Diverse Team  Prepare video for team as SME
78,2019-10-01 17:59:10,2019,397,Lower Body Negative Pressure (LBNP),Study the use of LBNP to investigate complex physiological responses to some challenges such as hemorrhage.,Poster presentation,,Lower Body Negative Pressure (LBNP) Study the use of LBNP to investigate complex physiological responses to some challenges such as hemorrhage. Poster presentation
62,2019-10-01 21:45:12,2019,399,Machine Learning Studies,Start chapter 1,Mini-Project,,Machine Learning Studies Start chapter 1 Mini-Project
62,2019-10-01 22:01:13,2019,400,Software,Learn Google API Learn Machine Learning Libraries Pick a language,Learn Practical Application to Google API,,Software Learn Google API Learn Machine Learning Libraries Pick a language Learn Practical Application to Google API
62,2019-10-01 22:14:35,2019,325,Software,Learn Google API Learn Machine Learning Libraries Pick a language,Finished Machine Learning Code,,Software Learn Google API Learn Machine Learning Libraries Pick a language Finished Machine Learning Code
62,2019-10-01 22:46:39,2019,401,Software,Learn Google API Learn Machine Learning Libraries Pick a language,Finished Google API plugin,,Software Learn Google API Learn Machine Learning Libraries Pick a language Finished Google API plugin
62,2019-10-02 02:57:14,2019,402,Bussiness,Bussiness Plan Pitches Bison Innovation Challenge Related tech research patent research crowdfunding,Pitch Idea to a customer base,,Bussiness Bussiness Plan Pitches Bison Innovation Challenge Related tech research patent research crowdfunding Pitch Idea to a customer base
62,2019-10-02 02:59:24,2019,403,Platform,Finding economic feasibiltypopularity ease of use and HIPPA compliant material that will support the best platform for our product.,Pick useful libraries and language to code in for UI,,Platform Finding economic feasibiltypopularity ease of use and HIPPA compliant material that will support the best platform for our product. Pick useful libraries and language to code in for UI
40,2019-10-02 03:43:43,2019,404,Team project,Learning what parameters are needed for our project  search for  What kind of work is already done and what can we add to improve it.,Heart signals,,Team project Learning what parameters are needed for our project  search for  What kind of work is already done and what can we add to improve it. Heart signals
40,2019-10-02 03:48:46,2019,404,Team project,Learning what parameters are needed for our project  search for  What kind of work is already done and what can we add to improve it.,Determination of what kind of Heart signals we are targetting,,Team project Learning what parameters are needed for our project  search for  What kind of work is already done and what can we add to improve it. Determination of what kind of Heart signals we are targetting
40,2019-10-02 03:53:14,2019,405,Team project,Learning what parameters are needed for our project  search for  What kind of work is already done and what can we add to improve it.,Deciding the platform for data analysis and processing for noise or amplification,,Team project Learning what parameters are needed for our project  search for  What kind of work is already done and what can we add to improve it. Deciding the platform for data analysis and processing for noise or amplification
40,2019-10-02 04:13:25,2019,406,My presentation skills,,Going through chapter 4 of the textbook given in the Graduate seminar class,,My presentation skills  Going through chapter 4 of the textbook given in the Graduate seminar class
40,2019-10-02 04:34:12,2019,407,Team project,Discuss how the data from all the other team members add up and see how the project objective can be moved forwarded,my contribution as a team member,,Team project Discuss how the data from all the other team members add up and see how the project objective can be moved forwarded my contribution as a team member
40,2019-10-02 04:35:17,2019,284,Team project,Discuss how the data from all the other team members add up and see how the project objective can be moved forwarded,Weekly analysis of the project,,Team project Discuss how the data from all the other team members add up and see how the project objective can be moved forwarded Weekly analysis of the project
40,2019-10-02 04:37:30,2019,118,What i want to learn from class,Anatomy Physiology and working principle of heart its vascular system and learn about the possibility of its function going wrong and how to improve and maintain a diseased condition,Chapter-1 : overview of heart its vascular circuit in the body,,What i want to learn from class Anatomy Physiology and working principle of heart its vascular system and learn about the possibility of its function going wrong and how to improve and maintain a diseased condition Chapter-1 : overview of heart its vascular circuit in the body
40,2019-10-02 04:38:57,2019,408,What i want to learn from class,Anatomy Physiology and working principle of heart its vascular system and learn about the possibility of its function going wrong and how to improve and maintain a diseased condition,Chapter-2: Hemo-dynamic nature of blood vessels,,What i want to learn from class Anatomy Physiology and working principle of heart its vascular system and learn about the possibility of its function going wrong and how to improve and maintain a diseased condition Chapter-2: Hemo-dynamic nature of blood vessels
40,2019-10-02 04:40:33,2019,409,What i want to learn from class,Anatomy Physiology and working principle of heart its vascular system and learn about the possibility of its function going wrong and how to improve and maintain a diseased condition,Chapter-3: Physiology of how electrical and ventricular compression effect the flow of the blood,,What i want to learn from class Anatomy Physiology and working principle of heart its vascular system and learn about the possibility of its function going wrong and how to improve and maintain a diseased condition Chapter-3: Physiology of how electrical and ventricular compression effect the flow of the blood
40,2019-10-02 04:41:55,2019,410,My role,Looking for methods that allow data collected from sensors and ways to transmit effectively.,Conventional approaches to transmission of data,,My role Looking for methods that allow data collected from sensors and ways to transmit effectively. Conventional approaches to transmission of data
40,2019-10-02 04:43:42,2019,411,My role,Looking for methods that allow data collected from sensors and ways to transmit effectively.,Improvements in designs to make the transmission device more compact,,My role Looking for methods that allow data collected from sensors and ways to transmit effectively. Improvements in designs to make the transmission device more compact
40,2019-10-02 05:01:20,2019,412,Team project,Learning what parameters are needed for our project  search for  What kind of work is already done and what can we add to improve it.,Learning how and where to integrate different heart signals for analysis,,Team project Learning what parameters are needed for our project  search for  What kind of work is already done and what can we add to improve it. Learning how and where to integrate different heart signals for analysis
40,2019-10-02 05:11:51,2019,413,Team project,Discuss how the data from all the other team members add up and see how the project objective can be moved forwarded,Make a rough draft of the project,,Team project Discuss how the data from all the other team members add up and see how the project objective can be moved forwarded Make a rough draft of the project
40,2019-10-02 05:14:50,2019,414,Team project,Discuss how the data from all the other team members add up and see how the project objective can be moved forwarded,Make a presentation and rough outline of our each quarter and idea of the project,,Team project Discuss how the data from all the other team members add up and see how the project objective can be moved forwarded Make a presentation and rough outline of our each quarter and idea of the project
40,2019-10-02 05:16:10,2019,415,Team project,Discuss how the data from all the other team members add up and see how the project objective can be moved forwarded,Make a sketch of poster we want to present and get input from the class,,Team project Discuss how the data from all the other team members add up and see how the project objective can be moved forwarded Make a sketch of poster we want to present and get input from the class
40,2019-10-02 05:25:19,2019,416,Quater -2,Heart signal analysis,ECG signal analysis,,Quater -2 Heart signal analysis ECG signal analysis
40,2019-10-02 05:26:17,2019,417,Quater -2,Heart signal analysis,Respiration rate detection and processing,,Quater -2 Heart signal analysis Respiration rate detection and processing
40,2019-10-02 05:31:07,2019,418,Quater - 3,Integration,Feeding these to Micro controller to verify the healthy range of  the heart signals,,Quater - 3 Integration Feeding these to Micro controller to verify the healthy range of  the heart signals
40,2019-10-02 05:31:56,2019,419,Quater - 3,Integration,Analog to Digital conversion,,Quater - 3 Integration Analog to Digital conversion
40,2019-10-02 05:34:22,2019,420,Quater -2,Heart signal analysis,Learning how to implement all the signal analysis in LabView,,Quater -2 Heart signal analysis Learning how to implement all the signal analysis in LabView
40,2019-10-02 05:35:27,2019,421,Quater - 3,Integration,Learn how to use Comsol,,Quater - 3 Integration Learn how to use Comsol
40,2019-10-02 05:37:44,2019,305,My presentation skills,,Keeping track of how much i improved in presentation,,My presentation skills  Keeping track of how much i improved in presentation
40,2019-10-02 05:42:39,2019,422,Quarter - 4,,Design of the approach where we use Bluetooth model with rechargeable battery,,Quarter - 4  Design of the approach where we use Bluetooth model with rechargeable battery
40,2019-10-02 05:43:48,2019,423,Quarter - 4,,Design of the way where we can use a passive antenna to transmit data,,Quarter - 4  Design of the way where we can use a passive antenna to transmit data
40,2019-10-02 05:45:16,2019,424,Quarter -2,ECG Respiration rate and Cough frequency analysis signal detection amplification noise reductionfiltering techniques,Learn Amplification techniques in Labview,,Quarter -2 ECG Respiration rate and Cough frequency analysis signal detection amplification noise reductionfiltering techniques Learn Amplification techniques in Labview
40,2019-10-02 05:46:18,2019,425,Quarter -2,ECG Respiration rate and Cough frequency analysis signal detection amplification noise reductionfiltering techniques,Learn how to de noise the signals without loosing our data,,Quarter -2 ECG Respiration rate and Cough frequency analysis signal detection amplification noise reductionfiltering techniques Learn how to de noise the signals without loosing our data
40,2019-10-02 05:48:12,2019,426,Quarter -2,ECG Respiration rate and Cough frequency analysis signal detection amplification noise reductionfiltering techniques,Study techniques in implementing the filtering the data from analog signals,,Quarter -2 ECG Respiration rate and Cough frequency analysis signal detection amplification noise reductionfiltering techniques Study techniques in implementing the filtering the data from analog signals
40,2019-10-02 05:49:37,2019,427,Quarter - 4,,Learn how to use Finite element method software,,Quarter - 4  Learn how to use Finite element method software
40,2019-10-02 05:50:28,2019,428,Quarter - 4,,Study the idea of system on chip methods,,Quarter - 4  Study the idea of system on chip methods
40,2019-10-02 05:53:49,2019,429,Quater - 3,Integration,start the study of how the sensor block and all the signal processing can be implemented using MEMS,,Quater - 3 Integration start the study of how the sensor block and all the signal processing can be implemented using MEMS
40,2019-10-02 05:55:33,2019,430,Quater - 3,Integration,Researching different materials that can be used in making skin patches to host all the circuitry pa,,Quater - 3 Integration Researching different materials that can be used in making skin patches to host all the circuitry pa
40,2019-10-02 06:01:47,2019,431,Quarter - 4,,If possible hands on experience with usage of ANAYS software for Antenna design,,Quarter - 4  If possible hands on experience with usage of ANAYS software for Antenna design
40,2019-10-02 06:03:19,2019,432,My presentation skills,,Going through chapter 3 of the textbook given in the Graduate seminar class,,My presentation skills  Going through chapter 3 of the textbook given in the Graduate seminar class
40,2019-10-02 06:03:53,2019,433,My presentation skills,,Going through chapter 5 of the textbook given in the Graduate seminar class,,My presentation skills  Going through chapter 5 of the textbook given in the Graduate seminar class
40,2019-10-02 06:04:30,2019,434,My presentation skills,,Going through chapter 2 of the textbook given in the Graduate seminar class,,My presentation skills  Going through chapter 2 of the textbook given in the Graduate seminar class
40,2019-10-02 06:05:10,2019,435,My presentation skills,,Going through chapter 1 of the textbook given in the Graduate seminar class,,My presentation skills  Going through chapter 1 of the textbook given in the Graduate seminar class
69,2019-10-02 09:36:26,2019,436,Working on collaborative software project with dispersed team,,Hold weekly group meetings in Quarter #1,,Working on collaborative software project with dispersed team  Hold weekly group meetings in Quarter #1
69,2019-10-02 09:36:51,2019,437,Working on collaborative software project with dispersed team,,Hold weekly group meetings in Quarter #2,,Working on collaborative software project with dispersed team  Hold weekly group meetings in Quarter #2
69,2019-10-02 09:37:17,2019,438,Working on collaborative software project with dispersed team,,Hold weekly group meetings in Quarter #3,,Working on collaborative software project with dispersed team  Hold weekly group meetings in Quarter #3
69,2019-10-02 09:37:32,2019,439,Working on collaborative software project with dispersed team,,Hold weekly group meetings in Quarter #4,,Working on collaborative software project with dispersed team  Hold weekly group meetings in Quarter #4
69,2019-10-02 09:38:43,2019,440,Entrepreneurship,,Review procedures for patent application,,Entrepreneurship  Review procedures for patent application
33,2019-10-02 17:22:39,2019,441,Presentation Skills,,3rd Presentation,,Presentation Skills  3rd Presentation
33,2019-10-02 17:22:51,2019,442,Presentation Skills,,4th Presentation,,Presentation Skills  4th Presentation
33,2019-10-02 17:23:35,2019,443,Group Distribution and Communication,,Survey Of Group Work,,Group Distribution and Communication  Survey Of Group Work
33,2019-10-02 17:24:35,2019,444,Present Completed Learning Tool Paper to Conference,,Development of Final Summarized Presentation of Subject,,Present Completed Learning Tool Paper to Conference  Development of Final Summarized Presentation of Subject
33,2019-10-02 17:25:13,2019,445,Tissue Engineering Research and Paper Writing,Learning about Tissue Engineering and the possibilities within this discipline. Then condensing the ideas down into a paper to publish for other people to read from.,New Tissue Research Tech,,Tissue Engineering Research and Paper Writing Learning about Tissue Engineering and the possibilities within this discipline. Then condensing the ideas down into a paper to publish for other people to read from. New Tissue Research Tech
33,2019-10-02 17:26:11,2019,446,Tissue Engineering Research and Paper Writing,Learning about Tissue Engineering and the possibilities within this discipline. Then condensing the ideas down into a paper to publish for other people to read from.,Single Topic Composition of Paper w/o group,,Tissue Engineering Research and Paper Writing Learning about Tissue Engineering and the possibilities within this discipline. Then condensing the ideas down into a paper to publish for other people to read from. Single Topic Composition of Paper w/o group
45,2019-10-02 19:02:17,2019,348,Design the Hardware for an ECG Biometric,,Order PCB & Sensing Electrodes,,Design the Hardware for an ECG Biometric  Order PCB & Sensing Electrodes
45,2019-10-02 19:10:43,2019,447,Presentation and Participation Skills,,Create 1-minute Pitch Video,,Presentation and Participation Skills  Create 1-minute Pitch Video
45,2019-10-02 19:11:55,2019,448,Presentation and Participation Skills,,Lead Weekly Team Meeting,,Presentation and Participation Skills  Lead Weekly Team Meeting
45,2019-10-02 19:14:47,2019,449,Presentation and Participation Skills,,Improve Confidence in Presentation Skills,,Presentation and Participation Skills  Improve Confidence in Presentation Skills
45,2019-10-02 19:31:49,2019,455,Learn How an ECG Signal is Detected by a Device,,Work Cross-Functionally as a Team,,Learn How an ECG Signal is Detected by a Device  Work Cross-Functionally as a Team
45,2019-10-02 19:35:49,2019,456,Design the Hardware for an ECG Biometric,,Solder PCB,,Design the Hardware for an ECG Biometric  Solder PCB
45,2019-10-02 19:40:57,2019,458,Learn How an ECG Signal is Detected by a Device,,Research One Lead ECGs,,Learn How an ECG Signal is Detected by a Device  Research One Lead ECGs
45,2019-10-02 19:49:16,2019,457,Presentation and Participation Skills,I want to improve my presentation and participation skills through in class presentations presenting a pitch leading a weekly team meeting and learning long distance communication and collaboration,Learn Long-Distance Communication & Collaboration Skills,,Presentation and Participation Skills I want to improve my presentation and participation skills through in class presentations presenting a pitch leading a weekly team meeting and learning long distance communication and collaboration Learn Long-Distance Communication & Collaboration Skills
86,2019-10-02 19:55:59,2019,460,Early Detection of Haemorrhage via Simulated LBNP,Haemorrhage is a serious problem in medicine and its early detection is must. So we analyze changes in physiological signals to study haemorrhage in a simulated environment using Lower Body Negative,Literature Review on Different Physiological Signals,,Early Detection of Haemorrhage via Simulated LBNP Haemorrhage is a serious problem in medicine and its early detection is must. So we analyze changes in physiological signals to study haemorrhage in a simulated environment using Lower Body Negative Literature Review on Different Physiological Signals
86,2019-10-02 19:57:20,2019,461,Early Detection of Haemorrhage via Simulated LBNP,Haemorrhage is a serious problem in medicine and its early detection is must. So we analyze changes in physiological signals to study haemorrhage in a simulated environment using Lower Body Negative,Pre-processing of Physiological Signals,,Early Detection of Haemorrhage via Simulated LBNP Haemorrhage is a serious problem in medicine and its early detection is must. So we analyze changes in physiological signals to study haemorrhage in a simulated environment using Lower Body Negative Pre-processing of Physiological Signals
86,2019-10-02 19:58:04,2019,462,Early Detection of Haemorrhage via Simulated LBNP,Haemorrhage is a serious problem in medicine and its early detection is must. So we analyze changes in physiological signals to study haemorrhage in a simulated environment using Lower Body Negative,Writing MATLAB code for Feature Extraction,,Early Detection of Haemorrhage via Simulated LBNP Haemorrhage is a serious problem in medicine and its early detection is must. So we analyze changes in physiological signals to study haemorrhage in a simulated environment using Lower Body Negative Writing MATLAB code for Feature Extraction
86,2019-10-02 19:59:07,2019,463,Early Detection of Haemorrhage via Simulated LBNP,Haemorrhage is a serious problem in medicine and its early detection is must. So we analyze changes in physiological signals to study haemorrhage in a simulated environment using Lower Body Negative,Writing MATLAB code for Classification and Prediction of Hemorrhage,,Early Detection of Haemorrhage via Simulated LBNP Haemorrhage is a serious problem in medicine and its early detection is must. So we analyze changes in physiological signals to study haemorrhage in a simulated environment using Lower Body Negative Writing MATLAB code for Classification and Prediction of Hemorrhage
86,2019-10-02 19:59:52,2019,464,Early Detection of Haemorrhage via Simulated LBNP,Haemorrhage is a serious problem in medicine and its early detection is must. So we analyze changes in physiological signals to study haemorrhage in a simulated environment using Lower Body Negative,Statistical survey on the casual effects due to internal hemorrhage,,Early Detection of Haemorrhage via Simulated LBNP Haemorrhage is a serious problem in medicine and its early detection is must. So we analyze changes in physiological signals to study haemorrhage in a simulated environment using Lower Body Negative Statistical survey on the casual effects due to internal hemorrhage
86,2019-10-02 20:01:02,2019,465,Early Detection of Haemorrhage via Simulated LBNP,Haemorrhage is a serious problem in medicine and its early detection is must. So we analyze changes in physiological signals to study haemorrhage in a simulated environment using Lower Body Negative,Consequences of Hemorrhage in battle field and pregnant mothers,,Early Detection of Haemorrhage via Simulated LBNP Haemorrhage is a serious problem in medicine and its early detection is must. So we analyze changes in physiological signals to study haemorrhage in a simulated environment using Lower Body Negative Consequences of Hemorrhage in battle field and pregnant mothers
86,2019-10-02 20:01:42,2019,466,Early Detection of Haemorrhage via Simulated LBNP,Haemorrhage is a serious problem in medicine and its early detection is must. So we analyze changes in physiological signals to study haemorrhage in a simulated environment using Lower Body Negative,Literature gap in the hemorrhage prediction,,Early Detection of Haemorrhage via Simulated LBNP Haemorrhage is a serious problem in medicine and its early detection is must. So we analyze changes in physiological signals to study haemorrhage in a simulated environment using Lower Body Negative Literature gap in the hemorrhage prediction
86,2019-10-02 20:03:17,2019,467,Early Detection of Haemorrhage via Simulated LBNP,Haemorrhage is a serious problem in medicine and its early detection is must. So we analyze changes in physiological signals to study haemorrhage in a simulated environment using Lower Body Negative,Indentification of feasible signals for early hemorrhage detection,,Early Detection of Haemorrhage via Simulated LBNP Haemorrhage is a serious problem in medicine and its early detection is must. So we analyze changes in physiological signals to study haemorrhage in a simulated environment using Lower Body Negative Indentification of feasible signals for early hemorrhage detection
