Log Number,User Number,Action Type,Time,Year,LO Number,D Number,LO Name,LOType,Blooms1,Blooms2,Description,Deliverable Name,Deliverable Type,Progress,Quarter,Deliverable Description
1616,43,Delete Learning Objective,2019-09-25 21:22:19,2019,192,,,,,,,,,,,
1617,43,Insert Learning Objective,2019-09-25 21:23:10,2019,240,,Get the tool our into society,PC7,Apply,Conceptual,,,,,,
1618,43,Insert Deliverable,2019-09-25 21:24:26,2019,240,289,,,,,,Reach out to different organizations about the tool,Review of others evidence,Not Started,Q4,
1619,43,Insert Deliverable,2019-09-25 21:25:09,2019,240,290,,,,,,Present the tool to organizations,Other Med,Not Started,Q4,
1620,64,Login,2019-09-25 20:29:49,2019,,,,,,,,,,,,
1621,40,Login,2019-09-26 05:13:23,2019,,,,,,,,,,,,
1622,40,Login,2019-09-26 05:19:56,2019,,,,,,,,,,,,
1623,64,Login,2019-09-26 08:34:47,2019,,,,,,,,,,,,
1624,58,Login,2019-09-26 08:46:55,2019,,,,,,,,,,,,
1625,58,Login,2019-09-26 08:47:03,2019,,,,,,,,,,,,
1626,64,Login,2019-09-26 08:53:10,2019,,,,,,,,,,,,
1627,64,Update Learning Objective,2019-09-26 09:53:43,2019,170,,Improve Presentation Skills,,Create,Conceptual,Improve presentation skills. Present important information in lay terms in an engaging manner.,,,,,
1628,64,Insert Learning Objective,2019-09-26 09:57:43,2019,241,,Learn about the relation between osteoarthritis, physical activity, and cardiovascular disease,DSK2,Create,,,,,
1629,64,Insert Deliverable,2019-09-26 09:58:33,2019,241,291,,,,,,Identify project topic,Review of others evidence,Completed,Q1,
1630,64,Insert Deliverable,2019-09-26 09:59:16,2019,241,292,,,,,,Gather research articles related to topic to construct introduction section,Review of others evidence,Not Started,Q2,
1631,64,Insert Deliverable,2019-09-26 09:59:50,2019,241,293,,,,,,Access publicly available data and conduct multivariate analysis,Review of others evidence,Not Started,Q3,
1632,64,Insert Deliverable,2019-09-26 10:00:15,2019,241,294,,,,,,Finalize review paper,Refereed journal manuscripts,Not Started,Q4,
1633,50,Login,2019-09-26 09:01:21,2019,,,,,,,,,,,,
1634,64,Insert Learning Objective,2019-09-26 10:02:58,2019,242,,Create sensor suite designed to monitor gross human movement of the knee, physical activity, and hem,DSK4,Create,,,,,
1635,64,Insert Deliverable,2019-09-26 10:03:57,2019,242,295,,,,,,Review literature to determine if there are non-invasive risk factors that can be assessed to determ,Review of others evidence,Not Started,Q2,
1636,64,Insert Deliverable,2019-09-26 10:04:56,2019,242,296,,,,,,Review literature to learn about how physical functioning returns in post total knee arthropalsty pa,Review of others evidence,Not Started,Q2,
1637,64,Insert Deliverable,2019-09-26 10:04:56,2019,242,297,,,,,,Review literature to learn about how physical functioning returns in post total knee arthropalsty pa,Review of others evidence,Not Started,Q2,
1638,58,Login,2019-09-26 09:05:16,2019,,,,,,,,,,,,
1639,64,Insert Deliverable,2019-09-26 10:05:46,2019,242,298,,,,,,Construct device, pilot test,Not Started,Q3,
1640,64,Insert Deliverable,2019-09-26 10:06:13,2019,242,299,,,,,,Develop analyses for IMU and PPG data,Other Low,Not Started,Q3,
1641,64,Insert Deliverable,2019-09-26 10:06:46,2019,242,300,,,,,,Write paper summarizing findings,Other Med,Not Started,Q4,
1642,58,Update Learning Objective,2019-09-26 10:06:55,2019,131,,Group Project,,Understand,Conceptual,Forming a team to work on the project "Multi-Parameter based biosensor for ambulatory monitoring of cardiopulmonary disease". Then Identifying the background of the team-mates and dividing the work ac,,,,,
1643,58,Login,2019-09-26 09:12:05,2019,,,,,,,,,,,,
1644,58,Login,2019-09-26 09:12:18,2019,,,,,,,,,,,,
1645,58,Insert Deliverable,2019-09-26 10:13:38,2019,131,301,,,,,,Come up with a team plan,Responsibilities,Completed,Q1,
1646,58,Insert Deliverable,2019-09-26 10:16:46,2019,131,302,,,,,,Present the progress to class,Review of others evidence,In progress,Q4,
1647,40,Login,2019-09-26 09:17:04,2019,,,,,,,,,,,,
1648,58,Insert Learning Objective,2019-09-26 10:22:28,2019,243,,Sharing the knowledge on Comsol,DSK4,Apply,Conceptual,,,,,,
1649,45,Login,2019-09-26 09:23:37,2019,,,,,,,,,,,,
1650,45,Login,2019-09-26 09:23:43,2019,,,,,,,,,,,,
1651,58,Insert Deliverable,2019-09-26 10:23:59,2019,243,303,,,,,,Sharing a introductory presentation created by myself on Comsol with the class,documented general assistance to others in the class,In progress,Q2,
1652,45,Update Deliverable,2019-09-26 10:24:05,2019,215,214,,,,,,1st Draft of ECG Schematic,Other Low,Completed,Q1,
1653,45,Update Deliverable,2019-09-26 10:24:44,2019,215,215,,,,,,Verify ECG Schematic,Other Low,In progress,Q2,
1654,58,Update Deliverable,2019-09-26 10:24:48,2019,132,99,,,,,,Conference Poster,Referred conferences,In progress,Q1,
1655,58,Update Learning Objective,2019-09-26 10:25:01,2019,132,,Submitting an Abstract and a poster to NDSU BME symposium,,Apply,Metacognitive,Submitting an abstract on the novel idea of our project to the Biomedical engineering Project symposium to go for a poster presentation,,,,,
1656,45,Update Deliverable,2019-09-26 10:25:01,2019,215,216,,,,,,Finish PCB Design,Other Low,In progress,Q2,
1657,58,Update Learning Objective,2019-09-26 10:25:14,2019,132,,Submitting an Abstract and a poster to NDSU BME symposium,,Create,Metacognitive,Submitting an abstract on the novel idea of our project to the Biomedical engineering Project symposium to go for a poster presentation,,,,,
1658,58,Insert Learning Objective,2019-09-26 10:26:35,2019,244,,Sharing the knowledge on Labview with collaboration with Julie,DSK4,Apply,Conceptual,,,,,,
1659,58,Insert Deliverable,2019-09-26 10:27:43,2019,244,304,,,,,,Sharing a presentation with the class on Labview,documented general assistance to others in the class,In progress,Q3,
1661,58,Login,2019-09-26 10:30:40,2019,,,,,,,,,,,,
1662,58,Login,2019-09-26 10:30:50,2019,,,,,,,,,,,,
1666,40,Login,2019-09-26 12:27:39,2019,,,,,,,,,,,,
1667,40,Login,2019-09-26 12:27:57,2019,,,,,,,,,,,,
1669,54,Login,2019-09-26 12:32:26,2019,,,,,,,,,,,,
1670,54,Login,2019-09-26 12:32:32,2019,,,,,,,,,,,,
1671,40,Insert Learning Objective,2019-09-26 13:32:41,2019,245,,My presentation skills,DSK2,Analyze,Procedural,,,,,,
1672,52,Login,2019-09-26 12:32:48,2019,,,,,,,,,,,,
1673,52,Login,2019-09-26 12:33:14,2019,,,,,,,,,,,,
1674,43,Login,2019-09-26 12:34:10,2019,,,,,,,,,,,,
1675,43,Login,2019-09-26 12:34:30,2019,,,,,,,,,,,,
1676,42,Login,2019-09-26 12:34:36,2019,,,,,,,,,,,,
1677,42,Login,2019-09-26 12:34:55,2019,,,,,,,,,,,,
1679,40,Insert Deliverable,2019-09-26 13:35:57,2019,245,305,,,,,,My presentation skills,Standard operating procedures,In progress,Q4,
1680,62,Login,2019-09-26 12:37:16,2019,,,,,,,,,,,,
1681,45,Login,2019-09-26 12:44:30,2019,,,,,,,,,,,,
1682,45,Login,2019-09-26 12:44:37,2019,,,,,,,,,,,,
1683,37,Login,2019-09-26 12:49:07,2019,,,,,,,,,,,,
1684,37,Login,2019-09-26 12:49:13,2019,,,,,,,,,,,,
1685,71,Login,2019-09-26 12:49:19,2019,,,,,,,,,,,,
1688,47,Login,2019-09-26 13:16:55,2019,,,,,,,,,,,,
1689,47,Login,2019-09-26 13:17:01,2019,,,,,,,,,,,,
1690,46,Login,2019-09-26 13:18:53,2019,,,,,,,,,,,,
1691,43,Login,2019-09-26 13:19:19,2019,,,,,,,,,,,,
1692,51,Login,2019-09-26 13:19:27,2019,,,,,,,,,,,,
1693,43,Login,2019-09-26 13:19:28,2019,,,,,,,,,,,,
1694,51,Login,2019-09-26 13:19:42,2019,,,,,,,,,,,,
1695,75,Login,2019-09-26 13:20:59,2019,,,,,,,,,,,,
1696,54,Update Deliverable,2019-09-26 14:22:01,2019,191,165,,,,,,Review Website,Review of others evidence,Not Started,Q4,
1697,54,Update Deliverable,2019-09-26 14:22:10,2019,191,166,,,,,,Work through website issues,documented general assistance to others in the class,Not Started,Q4,
1698,75,Logout,2019-09-26 13:22:35,2019,,,,,,,,,,,,
1701,54,Update Deliverable,2019-09-26 14:30:52,2019,189,167,,,,,,Meeting Minutes [insert date],Standard operating procedures,In progress,Q2,
1702,54,Update Deliverable,2019-09-26 14:31:03,2019,189,167,,,,,,Meeting Minutes [insert date],Standard operating procedures,Not Started,Q2,
1705,58,Insert Deliverable,2019-09-26 14:31:46,2019,132,307,,,,,,Present the poster to the class and get reviews,Review of others evidence,In progress,Q1,
1706,58,Update Deliverable,2019-09-26 14:31:57,2019,132,307,,,,,,Present the poster to the class and get reviews,Review of others evidence,In progress,Q1,
1708,54,Update Deliverable,2019-09-26 14:32:31,2019,189,161,,,,,,Start Initial Powerpoint,Other Low,Completed,Q1,
1709,54,Update Deliverable,2019-09-26 14:33:00,2019,189,167,,,,,,Meeting Minutes 9/26,Standard operating procedures,Not Started,Q2,
1710,58,Update Deliverable,2019-09-26 14:33:39,2019,132,307,,,,,,Present the poster to the class and get reviews,Review of others evidence,Completed,Q1,
1711,54,Update Deliverable,2019-09-26 14:33:49,2019,189,167,,,,,,Meeting Minutes 9/26,Standard operating procedures,Not Started,Q1,
1712,54,Update Learning Objective,2019-09-26 14:35:24,2019,189,,Will be able to demonstrate my ability to work as a team micromanager.,,Analyze,Metacognitive,Team Secretary / Micromanager Float,,,,,
1713,51,Update Deliverable,2019-09-26 14:36:07,2019,196,182,,,,,,Weekly meeting plans,Standard operating procedures,Completed,Q1,
1714,42,Update Deliverable,2019-09-26 14:36:33,2019,136,102,,,,,,Answer 3 student questions on Slack,documented general assistance to others in the class,Completed,Q1,
1715,54,Insert Deliverable,2019-09-26 14:36:37,2019,191,308,,,,,,Help code website (if wix not working),Standard operating procedures,Not Started,Q3,
1716,54,Update Deliverable,2019-09-26 14:37:00,2019,191,308,,,,,,Help code website (if Wix not working),Standard operating procedures,Not Started,Q3,
1717,42,Update Learning Objective,2019-09-26 14:38:19,2019,136,,Demonstrate Uptake of Classroom Material,DSK3,Understand,Conceptual,This objective will track the evolution of my knowledge of Cardiovascular related subjects developed in the class and through the book.,,,,,
1718,42,Delete Deliverable,2019-09-26 14:38:48,2019,136,169,,,,,,,,,,
1723,54,Update Deliverable,2019-09-26 14:39:33,2019,189,162,,,,,,Meeting Minutes 9/14,Standard operating procedures,Completed,Q1,
1724,42,Update Deliverable,2019-09-26 14:39:35,2019,136,102,,,,,,Answer 3 student questions on Slack,documented general assistance to others in the class,Completed,Q1,
1727,54,Update Deliverable,2019-09-26 14:42:55,2019,189,162,,,,,,Meeting Minutes 9/14,Standard operating procedures,Completed,Q1,
1728,51,Update Deliverable,2019-09-26 14:42:58,2019,196,181,,,,,,Channel of Communication,documented general assistance to others in the class,Completed,Q1,
1729,54,Update Deliverable,2019-09-26 14:43:26,2019,189,162,,,,,,Meeting Minutes 9/14,Standard operating procedures,Completed,Q1,
1730,42,Update Deliverable,2019-09-26 14:45:02,2019,234,272,,,,,,Track team meeting with minutes.,Other Low,Completed,Q1,
1731,51,Update Deliverable,2019-09-26 14:45:52,2019,196,182,,,,,,Weekly meeting plans,Standard operating procedures,Completed,Q1,
1732,47,Insert Learning Objective,2019-09-26 15:03:04,2019,246,,Creating a Website,DSK1,Create,Metacognitive,We will be adding on to this every week so it is important for it to be able to scale,,,,,
1733,47,Insert Learning Objective,2019-09-26 15:05:14,2019,247,,Leadership,DSK4,Analyze,Metacognitive,I will do this by being a lead in one of our topics as well as leading many of our meetings.,,,,,
1734,47,Insert Learning Objective,2019-09-26 15:07:16,2019,248,,Long Distance Meetings,PC1,Understand,Metacognitive,This is a first for us,,,,,
1735,47,Insert Learning Objective,2019-09-26 15:08:22,2019,249,,Understand the reading material,DSK3,Apply,Conceptual,I will show this by responding to people's questions.,,,,,
1736,47,Insert Deliverable,2019-09-26 15:09:42,2019,246,309,,,,,,Front Page,Standard operating procedures,Completed,Q1,
1737,47,Insert Deliverable,2019-09-26 15:11:19,2019,168,310,,,,,,Starting Research,Homework,Completed,Q1,
1738,47,Insert Deliverable,2019-09-26 15:12:11,2019,169,311,,,,,,Start to look for possible test subjects,Homework,Completed,Q1,
1739,47,Insert Deliverable,2019-09-26 15:13:06,2019,247,312,,,,,,Lead First Meeting,Standard operating procedures,Completed,Q1,
1740,47,Insert Deliverable,2019-09-26 15:13:42,2019,248,313,,,,,,Meet Using Discord,Homework,Completed,Q1,
1741,40,Login,2019-09-26 14:14:07,2019,,,,,,,,,,,,
1742,47,Insert Deliverable,2019-09-26 15:14:09,2019,249,314,,,,,,Answer Chap 2 Question,documented general assistance to others in the class,Completed,Q1,
1743,40,Login,2019-09-26 14:14:17,2019,,,,,,,,,,,,
1744,40,Logout,2019-09-26 14:26:35,2019,,,,,,,,,,,,
1747,33,Login,2019-09-26 14:54:39,2019,,,,,,,,,,,,
1748,33,Login,2019-09-26 14:54:54,2019,,,,,,,,,,,,
1757,56,Login,2019-09-26 15:20:16,2019,,,,,,,,,,,,
1758,56,Login,2019-09-26 15:20:22,2019,,,,,,,,,,,,
1759,52,Login,2019-09-26 15:20:31,2019,,,,,,,,,,,,
1762,52,Insert Deliverable,2019-09-26 16:41:55,2019,118,315,,,,,,Create Outline,Other Low,In progress,Q2,
1763,52,Update Deliverable,2019-09-26 16:42:30,2019,118,315,,,,,,Create Outline,Other Low,Completed,Q2,
1765,52,Update Deliverable,2019-09-26 16:47:22,2019,118,315,,,,,,Create Outline/Timeline for the research paper,Other Low,Completed,Q2,
1766,62,Login,2019-09-26 17:42:44,2019,,,,,,,,,,,,
1767,62,Update Learning Objective,2019-09-26 18:52:10,2019,229,,Platform,,,Factual,Finding economic feasibiltypopularity ease of use and HIPPA compliant material that will support the best platform for our product.,,,,,
1768,62,Insert Learning Objective,2019-09-26 19:21:55,2019,250,,Google API,DSK3,Remember,Factual,,,,,,
1769,54,Update Deliverable,2019-09-26 19:30:40,2019,189,167,,,,,,Meeting Minutes 9/26,Standard operating procedures,In progress,Q1,
1770,59,Login,2019-09-26 18:30:49,2019,,,,,,,,,,,,
1771,59,Login,2019-09-26 18:30:57,2019,,,,,,,,,,,,
1772,82,Login,2019-09-26 18:31:31,2019,,,,,,,,,,,,
1773,82,Login,2019-09-26 18:31:38,2019,,,,,,,,,,,,
1774,51,Login,2019-09-26 18:41:03,2019,,,,,,,,,,,,
1775,51,Login,2019-09-26 18:41:32,2019,,,,,,,,,,,,
1776,82,Insert Learning Objective,2019-09-26 19:45:13,2019,251,,Website,DSK2,Evaluate,Conceptual,,,,,,
1777,82,Insert Deliverable,2019-09-26 19:47:34,2019,251,316,,,,,,Create a template,Other Low,In progress,Q1,
1778,82,Insert Deliverable,2019-09-26 20:00:33,2019,251,317,,,,,,Design critique,Other Med,Not Started,Q2,
1779,82,Insert Deliverable,2019-09-26 20:01:14,2019,251,318,,,,,,Review Design Principles,Other Low,In progress,Q1,
1780,67,Login,2019-09-26 20:13:24,2019,,,,,,,,,,,,
1781,62,Insert Deliverable,2019-09-26 21:56:05,2019,230,319,,,,,,Udacity Intro to Machine Learning,Quiz,Completed,Q1,
1782,62,Update Deliverable,2019-09-26 21:57:10,2019,230,252,,,,,,Machine Learning Course Selected,Other Low,Completed,Q1,
1783,62,Insert Deliverable,2019-09-26 21:59:17,2019,175,320,,,,,,Picking Articles/Sources to learn,Other Low,In progress,Q2,
1784,62,Update Learning Objective,2019-09-26 22:00:04,2019,229,,Platform,,,Factual,Finding economic feasibiltypopularity ease of use and HIPPA compliant material that will support the best platform for our product.,,,,,
1785,62,Update Learning Objective,2019-09-26 22:00:24,2019,250,,Google API,DSK3,,Factual,Develop application using google API,,,,,
1786,62,Insert Deliverable,2019-09-26 22:01:48,2019,250,321,,,,,,Interface Code to Google API,Other Med,In progress,Q3,
1787,62,Update Deliverable,2019-09-26 22:02:37,2019,230,319,,,,,,Intro to Machine Learning Quiz,Quiz,Completed,Q1,
1788,62,Delete Deliverable,2019-09-26 22:03:05,2019,229,254,,,,,,,,,,
1789,59,Login,2019-09-26 21:56:51,2019,,,,,,,,,,,,
1790,59,Login,2019-09-26 21:57:01,2019,,,,,,,,,,,,
1792,62,Update Learning Objective,2019-09-27 05:09:29,2019,175,,Acoustic Research,FR1,Remember,Procedural,Learn about sound detection and signals that distinguish sounds.,,,,,
1793,62,Insert Deliverable,2019-09-27 05:11:38,2019,175,322,,,,,,Software for Acoustic Engineering,Standard operating procedures,Completed,Q1,
1794,62,Update Deliverable,2019-09-27 05:16:53,2019,175,320,,,,,,Picking Articles/Sources to learn,Other Low,In progress,Q2,
1795,62,Update Deliverable,2019-09-27 05:17:19,2019,229,253,,,,,,Platform utility,Review of others evidence,In progress,Q2,
1796,62,Update Deliverable,2019-09-27 05:17:32,2019,229,251,,,,,,Platform utility,Standard operating procedures,In progress,Q2,
1797,62,Update Deliverable,2019-09-27 05:17:37,2019,229,253,,,,,,Platform utility,Review of others evidence,In progress,Q2,
1798,62,Insert Deliverable,2019-09-27 05:18:58,2019,230,323,,,,,,Finish Course,Other Low,In progress,Q3,
1799,62,Insert Deliverable,2019-09-27 05:20:40,2019,232,324,,,,,,Establish Group Meetings Dates,Standard operating procedures,Completed,Q1,
1800,62,Update Learning Objective,2019-09-27 05:25:51,2019,250,,Software,FR3,Understand,Factual,Learn Google API Learn Machine Learning Libraries Pick a language,,,,,
1801,62,Insert Deliverable,2019-09-27 05:27:12,2019,250,325,,,,,,Finished Code,Invention disclosures,In progress,Q4,
1802,62,Update Learning Objective,2019-09-27 05:29:31,2019,233,,Bussiness,FR5,Remember,Factual,Bussiness Plan Pitches Bison Innovation Challenge Related tech research patent research crowdfunding,,,,,
1803,62,Insert Deliverable,2019-09-27 05:31:34,2019,233,326,,,,,,Compete at Innovation Challenge,Business plan competitions,In progress,Q3,
1804,62,Insert Deliverable,2019-09-27 05:32:13,2019,233,327,,,,,,Bussiness Plan,Business plan competitions,In progress,Q3,
1805,62,Insert Deliverable,2019-09-27 05:33:33,2019,232,328,,,,,,Communication Mediums,Standard operating procedures,Completed,Q1,
1806,62,Update Deliverable,2019-09-27 05:34:26,2019,175,157,,,,,,Gathering,Review of others evidence,In progress,Q2,
1813,68,Login,2019-09-27 07:42:39,2019,,,,,,,,,,,,
1814,69,Login,2019-09-27 08:26:29,2019,,,,,,,,,,,,
1815,69,Update Deliverable,2019-09-27 09:46:18,2019,106,68,,,,,,Python environment created with libraries identified,Invention disclosures,Completed,Q1,
1816,69,Update Deliverable,2019-09-27 09:46:33,2019,106,69,,,,,,Pre-processing functions implemented,Invention disclosures,Completed,Q2,
1817,69,Update Deliverable,2019-09-27 09:50:34,2019,106,223,,,,,,Write Python functions for filtering out noise sources in ECG and post in team's Git repository,documented general assistance to others in the class,Completed,Q1,
1818,69,Update Deliverable,2019-09-27 09:51:05,2019,218,226,,,,,,Create Github repository for project with README file explaining how to automatically create Python,documented general assistance to others in the class,Completed,Q1,
1820,78,Login,2019-09-27 10:07:33,2019,,,,,,,,,,,,
1821,67,Login,2019-09-27 10:10:35,2019,,,,,,,,,,,,
1822,86,Login,2019-09-27 10:11:24,2019,,,,,,,,,,,,
1823,86,Login,2019-09-27 10:11:30,2019,,,,,,,,,,,,
1824,40,Login,2019-09-27 11:34:27,2019,,,,,,,,,,,,
1825,40,Login,2019-09-27 11:34:38,2019,,,,,,,,,,,,
1826,43,Login,2019-09-27 12:57:26,2019,,,,,,,,,,,,
1840,77,Login,2019-09-27 15:33:49,2019,,,,,,,,,,,,
1841,42,Login,2019-09-27 15:38:25,2019,,,,,,,,,,,,
1851,35,Login,2019-09-28 11:34:03,2019,,,,,,,,,,,,
1852,35,Login,2019-09-28 11:54:18,2019,,,,,,,,,,,,
1853,35,Insert Learning Objective,2019-09-28 12:55:50,2019,261,,Learn Cardiovascular Engineering I concepts and academics,DSK1,Understand,Factual,,,,,,
1854,35,Update Learning Objective,2019-09-28 12:56:52,2019,261,,Learn Cardiovascular Engineering I concepts and academics,DSK1,Understand,Factual,Through readings articles studying learn and understand the concepts and facts about cardiovascular engineering.,,,,,
1855,35,Insert Deliverable,2019-09-28 12:57:29,2019,261,337,,,,,,Learn Cardiovascular Engineering I concepts and academics,Homework,In progress,Q4,
1856,35,Insert Learning Objective,2019-09-28 13:01:16,2019,262,,Team Learning and Research,DSK1,Analyze,Metacognitive,I am in San Antonio,,,,,
1857,35,Insert Deliverable,2019-09-28 13:01:53,2019,262,338,,,,,,Meet with Dr. Victor Convertino,Invited outreach activities,In progress,Q1,
1858,35,Insert Learning Objective,2019-09-28 14:49:02,2019,263,,Foster Collaborative Group Contributions,RM1,Apply,Procedural,1. find niche in team2. realize best contributions possible3. contribute,,,,,
1859,35,Insert Deliverable,2019-09-28 14:49:28,2019,261,339,,,,,,Unit 1 study,Homework,Completed,Q1,
1861,43,Login,2019-09-28 14:34:36,2019,,,,,,,,,,,,
1862,43,Login,2019-09-28 14:34:51,2019,,,,,,,,,,,,
1867,69,Login,2019-09-28 15:45:47,2019,,,,,,,,,,,,
1868,52,Login,2019-09-28 17:15:19,2019,,,,,,,,,,,,
1869,71,Login,2019-09-29 09:21:07,2019,,,,,,,,,,,,
1870,71,Update Deliverable,2019-09-29 10:54:42,2019,92,57,,,,,,Cardiac Anatomy and Physiology Overview,documented general assistance to others in the class,Completed,Q2,
1871,35,Login,2019-09-29 10:10:43,2019,,,,,,,,,,,,
1872,75,Login,2019-09-29 11:58:29,2019,,,,,,,,,,,,
1873,45,Login,2019-09-29 13:34:29,2019,,,,,,,,,,,,
1874,45,Login,2019-09-29 13:34:37,2019,,,,,,,,,,,,
1875,46,Login,2019-09-29 13:46:15,2019,,,,,,,,,,,,
1876,45,Insert Learning Objective,2019-09-29 15:47:30,2019,264,,Design the Hardware for an ECG Biometric,DSK4,Create,Conceptual,,,,,,
1878,45,Insert Deliverable,2019-09-29 15:51:20,2019,264,344,,,,,,Choose an Analog-to-Digital Converter (ADC),Other Low,Completed,Q1,
1879,45,Delete Deliverable,2019-09-29 15:54:21,2019,264,343,,,,,,,,,,
1880,45,Insert Deliverable,2019-09-29 15:55:59,2019,264,344,,,,,,Choose Analog-to-Digital Converter (ADC),Other Low,Completed,Q1,
1881,45,Delete Deliverable,2019-09-29 15:56:31,2019,215,214,,,,,,,,,,
1882,45,Insert Deliverable,2019-09-29 15:56:53,2019,264,345,,,,,,1st Draft of ECG Schematic,Other Low,Completed,Q1,
1883,45,Delete Deliverable,2019-09-29 15:58:18,2019,215,216,,,,,,,,,,
1884,45,Insert Deliverable,2019-09-29 15:58:45,2019,264,346,,,,,,Finish PCB Design,Other Low,In progress,Q2,
1885,45,Delete Deliverable,2019-09-29 16:00:31,2019,215,215,,,,,,,,,,
1886,45,Insert Deliverable,2019-09-29 16:01:08,2019,264,347,,,,,,Verify ECG Schematic,Other Low,Not Started,Q2,
1887,45,Insert Deliverable,2019-09-29 16:02:10,2019,264,348,,,,,,Order PCB,Other Low,Not Started,Q2,
1888,45,Insert Deliverable,2019-09-29 16:02:57,2019,264,349,,,,,,Order Sensing Electrodes,Other Low,Not Started,Q2,
1889,45,Delete Deliverable,2019-09-29 16:03:31,2019,215,217,,,,,,,,,,
1890,45,Insert Deliverable,2019-09-29 16:04:24,2019,264,350,,,,,,Test PCB,Other Low,Not Started,Q3,
1891,45,Insert Deliverable,2019-09-29 16:05:48,2019,264,351,,,,,,Implement the Hardware in a Working CardioKey Device,Other Med,Not Started,Q4,
1892,45,Delete Deliverable,2019-09-29 16:05:56,2019,215,218,,,,,,,,,,
1893,45,Delete Learning Objective,2019-09-29 16:06:01,2019,215,,,,,,,,,,,
1894,45,Update Deliverable,2019-09-29 16:06:36,2019,264,349,,,,,,Order Sensing Electrodes,Other Low,In progress,Q2,
1895,45,Update Deliverable,2019-09-29 16:06:51,2019,264,348,,,,,,Order PCB,Other Low,In progress,Q2,
1896,54,Login,2019-09-29 15:07:15,2019,,,,,,,,,,,,
1897,45,Insert Deliverable,2019-09-29 16:07:46,2019,264,352,,,,,,Create BOM for Hardware Package,Other Low,In progress,Q3,
1898,54,Login,2019-09-29 15:08:36,2019,,,,,,,,,,,,
1899,52,Login,2019-09-29 16:24:05,2019,,,,,,,,,,,,
1900,52,Update Deliverable,2019-09-29 17:39:49,2019,174,142,,,,,,Giving feedback on presentations given in Quarter 1,documented general assistance to others in the class,Completed,Q1,
1901,52,Update Deliverable,2019-09-29 17:42:23,2019,119,146,,,,,,Create a PowerPoint for the first presentation,Other Low,Completed,Q1,
1902,52,Insert Deliverable,2019-09-29 17:50:53,2019,119,353,,,,,,First Presentation,Other Low,Completed,Q1,
1903,52,Update Deliverable,2019-09-29 17:54:30,2019,119,353,,,,,,First Presentation,Other Low,Completed,Q1,
1908,50,Login,2019-09-29 20:26:58,2019,,,,,,,,,,,,
1916,50,Login,2019-09-30 03:02:08,2019,,,,,,,,,,,,
1917,58,Login,2019-09-30 07:19:28,2019,,,,,,,,,,,,
1918,58,Login,2019-09-30 07:19:38,2019,,,,,,,,,,,,
1919,69,Login,2019-09-30 08:16:54,2019,,,,,,,,,,,,
1920,71,Login,2019-09-30 09:00:30,2019,,,,,,,,,,,,
1921,71,Update Deliverable,2019-09-30 10:06:21,2019,92,57,,,,,,Cardiac Anatomy and Physiology Overview,documented general assistance to others in the class,Completed,Q2,
1927,56,Login,2019-09-30 13:09:48,2019,,,,,,,,,,,,
1928,52,Login,2019-09-30 13:20:54,2019,,,,,,,,,,,,
1929,52,Update Deliverable,2019-09-30 14:26:22,2019,173,141,,,,,,Attend tissue engineering presentation,Review of others evidence,Completed,Q1,
1930,56,Logout,2019-09-30 13:41:02,2019,,,,,,,,,,,,
1932,69,Login,2019-09-30 14:54:51,2019,,,,,,,,,,,,
1933,69,Update Deliverable,2019-09-30 15:56:00,2019,221,234,,,,,,Conduct research on common features used in ECG classification,Review of others evidence,In progress,Q2,
1934,33,Login,2019-09-30 16:26:32,2019,,,,,,,,,,,,
1935,33,Login,2019-09-30 16:26:47,2019,,,,,,,,,,,,
1937,47,Login,2019-09-30 18:02:02,2019,,,,,,,,,,,,
1938,47,Login,2019-09-30 18:02:10,2019,,,,,,,,,,,,
1948,42,Login,2019-09-30 19:27:43,2019,,,,,,,,,,,,
1949,42,Login,2019-09-30 19:27:53,2019,,,,,,,,,,,,
1961,67,Login,2019-09-30 20:08:59,2019,,,,,,,,,,,,
1962,45,Login,2019-09-30 20:18:29,2019,,,,,,,,,,,,
1963,45,Login,2019-09-30 20:18:34,2019,,,,,,,,,,,,
1969,46,Login,2019-09-30 22:48:23,2019,,,,,,,,,,,,
2003,40,Login,2019-10-01 09:23:30,2019,,,,,,,,,,,,
2004,40,Login,2019-10-01 09:23:49,2019,,,,,,,,,,,,
2005,77,Login,2019-10-01 09:34:58,2019,,,,,,,,,,,,
2006,67,Login,2019-10-01 09:48:54,2019,,,,,,,,,,,,
2007,67,Insert Learning Objective,2019-10-01 10:53:35,2019,270,,Complete Literature Review,DSK2,Apply,Procedural,,,,,,
2008,67,Insert Learning Objective,2019-10-01 10:56:43,2019,271,,Class review of BME poster,MR5,Analyze,Factual,,,,,,
2009,67,Insert Deliverable,2019-10-01 10:57:27,2019,133,367,,,,,,BME Symposium,Referred conferences,Completed,Q1,
2010,67,Insert Deliverable,2019-10-01 10:58:52,2019,271,368,,,,,,Class review of BME poster,Review of others evidence,Completed,Q1,
2011,67,Insert Deliverable,2019-10-01 10:59:46,2019,135,369,,,,,,Understand relationship of warning signs,Homework,Completed,Q1,
2012,43,Login,2019-10-01 10:04:06,2019,,,,,,,,,,,,
2013,43,Insert Deliverable,2019-10-01 11:05:09,2019,171,370,,,,,,Write a Disclaimer for the website that will be shown at the start,Review of others evidence,Not Started,Q2,
